news,label_key,gold,pred_binary,correct
mcx goldpetal jan'13 contract slips,Price Direction Up,0,0,1
mcx goldpetal jan'13 contract slips,Price Direction Constant,0,0,1
mcx goldpetal jan'13 contract slips,Price Direction Down,1,1,1
mcx goldpetal jan'13 contract slips,Asset Comparision,0,0,1
mcx goldpetal jan'13 contract slips,Past Information,1,1,1
mcx goldpetal jan'13 contract slips,Future Information,0,0,1
mcx goldpetal jan'13 contract slips,Price Sentiment_positive,0,0,1
mcx goldpetal jan'13 contract slips,Price Sentiment_negative,1,1,1
mcx goldpetal jan'13 contract slips,Price Sentiment_none,0,0,1
gold and silver edge lower while stocks tumble,Price Direction Up,0,0,1
gold and silver edge lower while stocks tumble,Price Direction Constant,0,0,1
gold and silver edge lower while stocks tumble,Price Direction Down,1,1,1
gold and silver edge lower while stocks tumble,Asset Comparision,1,1,1
gold and silver edge lower while stocks tumble,Past Information,1,1,1
gold and silver edge lower while stocks tumble,Future Information,0,0,1
gold and silver edge lower while stocks tumble,Price Sentiment_positive,0,0,1
gold and silver edge lower while stocks tumble,Price Sentiment_negative,1,1,1
gold and silver edge lower while stocks tumble,Price Sentiment_none,0,0,1
Gold holds loss after consumer-sentiment reading,Price Direction Up,0,0,1
Gold holds loss after consumer-sentiment reading,Price Direction Constant,0,0,1
Gold holds loss after consumer-sentiment reading,Price Direction Down,1,1,1
Gold holds loss after consumer-sentiment reading,Asset Comparision,0,1,0
Gold holds loss after consumer-sentiment reading,Past Information,1,1,1
Gold holds loss after consumer-sentiment reading,Future Information,0,0,1
Gold holds loss after consumer-sentiment reading,Price Sentiment_positive,0,1,0
Gold holds loss after consumer-sentiment reading,Price Sentiment_negative,1,1,1
Gold holds loss after consumer-sentiment reading,Price Sentiment_none,0,0,1
Gold marginally up in futures trade,Price Direction Up,1,1,1
Gold marginally up in futures trade,Price Direction Constant,0,0,1
Gold marginally up in futures trade,Price Direction Down,0,0,1
Gold marginally up in futures trade,Asset Comparision,0,0,1
Gold marginally up in futures trade,Past Information,1,1,1
Gold marginally up in futures trade,Future Information,0,0,1
Gold marginally up in futures trade,Price Sentiment_positive,1,1,1
Gold marginally up in futures trade,Price Sentiment_negative,0,1,0
Gold marginally up in futures trade,Price Sentiment_none,0,0,1
"gold futures settle below $1,200 for the second time in a week",Price Direction Up,0,0,1
"gold futures settle below $1,200 for the second time in a week",Price Direction Constant,0,0,1
"gold futures settle below $1,200 for the second time in a week",Price Direction Down,1,1,1
"gold futures settle below $1,200 for the second time in a week",Asset Comparision,0,0,1
"gold futures settle below $1,200 for the second time in a week",Past Information,1,1,1
"gold futures settle below $1,200 for the second time in a week",Future Information,0,0,1
"gold futures settle below $1,200 for the second time in a week",Price Sentiment_positive,0,0,1
"gold futures settle below $1,200 for the second time in a week",Price Sentiment_negative,1,1,1
"gold futures settle below $1,200 for the second time in a week",Price Sentiment_none,0,0,1
Gold finishes slightly lower in abbreviated Black Friday session,Price Direction Up,0,0,1
Gold finishes slightly lower in abbreviated Black Friday session,Price Direction Constant,0,0,1
Gold finishes slightly lower in abbreviated Black Friday session,Price Direction Down,1,1,1
Gold finishes slightly lower in abbreviated Black Friday session,Asset Comparision,0,1,0
Gold finishes slightly lower in abbreviated Black Friday session,Past Information,1,1,1
Gold finishes slightly lower in abbreviated Black Friday session,Future Information,0,1,0
Gold finishes slightly lower in abbreviated Black Friday session,Price Sentiment_positive,0,1,0
Gold finishes slightly lower in abbreviated Black Friday session,Price Sentiment_negative,1,1,1
Gold finishes slightly lower in abbreviated Black Friday session,Price Sentiment_none,0,0,1
Gold prices pull back after climbing over the last three weeks,Price Direction Up,0,0,1
Gold prices pull back after climbing over the last three weeks,Price Direction Constant,0,0,1
Gold prices pull back after climbing over the last three weeks,Price Direction Down,1,0,0
Gold prices pull back after climbing over the last three weeks,Asset Comparision,0,0,1
Gold prices pull back after climbing over the last three weeks,Past Information,1,1,1
Gold prices pull back after climbing over the last three weeks,Future Information,0,0,1
Gold prices pull back after climbing over the last three weeks,Price Sentiment_positive,0,0,1
Gold prices pull back after climbing over the last three weeks,Price Sentiment_negative,1,1,1
Gold prices pull back after climbing over the last three weeks,Price Sentiment_none,0,0,1
"gold demand rises in q3, european purchases surge",Price Direction Up,0,0,1
"gold demand rises in q3, european purchases surge",Price Direction Constant,0,0,1
"gold demand rises in q3, european purchases surge",Price Direction Down,0,0,1
"gold demand rises in q3, european purchases surge",Asset Comparision,0,0,1
"gold demand rises in q3, european purchases surge",Past Information,1,1,1
"gold demand rises in q3, european purchases surge",Future Information,0,0,1
"gold demand rises in q3, european purchases surge",Price Sentiment_positive,0,1,0
"gold demand rises in q3, european purchases surge",Price Sentiment_negative,0,0,1
"gold demand rises in q3, european purchases surge",Price Sentiment_none,1,0,0
Gold extends bounce off 3-1/2-month lows after ADP disappoints,Price Direction Up,0,0,1
Gold extends bounce off 3-1/2-month lows after ADP disappoints,Price Direction Constant,0,0,1
Gold extends bounce off 3-1/2-month lows after ADP disappoints,Price Direction Down,1,0,0
Gold extends bounce off 3-1/2-month lows after ADP disappoints,Asset Comparision,0,1,0
Gold extends bounce off 3-1/2-month lows after ADP disappoints,Past Information,1,1,1
Gold extends bounce off 3-1/2-month lows after ADP disappoints,Future Information,0,0,1
Gold extends bounce off 3-1/2-month lows after ADP disappoints,Price Sentiment_positive,0,1,0
Gold extends bounce off 3-1/2-month lows after ADP disappoints,Price Sentiment_negative,1,1,1
Gold extends bounce off 3-1/2-month lows after ADP disappoints,Price Sentiment_none,0,0,1
Gold shakes off weakness to eke out a gain as dollar falls,Price Direction Up,1,1,1
Gold shakes off weakness to eke out a gain as dollar falls,Price Direction Constant,0,0,1
Gold shakes off weakness to eke out a gain as dollar falls,Price Direction Down,0,0,1
Gold shakes off weakness to eke out a gain as dollar falls,Asset Comparision,1,1,1
Gold shakes off weakness to eke out a gain as dollar falls,Past Information,1,0,0
Gold shakes off weakness to eke out a gain as dollar falls,Future Information,0,0,1
Gold shakes off weakness to eke out a gain as dollar falls,Price Sentiment_positive,1,1,1
Gold shakes off weakness to eke out a gain as dollar falls,Price Sentiment_negative,0,0,1
Gold shakes off weakness to eke out a gain as dollar falls,Price Sentiment_none,0,0,1
gold futures rally above $800; platinum gains,Price Direction Up,1,1,1
gold futures rally above $800; platinum gains,Price Direction Constant,0,0,1
gold futures rally above $800; platinum gains,Price Direction Down,0,0,1
gold futures rally above $800; platinum gains,Asset Comparision,0,1,0
gold futures rally above $800; platinum gains,Past Information,1,0,0
gold futures rally above $800; platinum gains,Future Information,0,0,1
gold futures rally above $800; platinum gains,Price Sentiment_positive,1,1,1
gold futures rally above $800; platinum gains,Price Sentiment_negative,0,0,1
gold futures rally above $800; platinum gains,Price Sentiment_none,0,0,1
Gold futures climb roughly 4% for the month,Price Direction Up,1,1,1
Gold futures climb roughly 4% for the month,Price Direction Constant,0,0,1
Gold futures climb roughly 4% for the month,Price Direction Down,0,0,1
Gold futures climb roughly 4% for the month,Asset Comparision,0,0,1
Gold futures climb roughly 4% for the month,Past Information,1,1,1
Gold futures climb roughly 4% for the month,Future Information,0,0,1
Gold futures climb roughly 4% for the month,Price Sentiment_positive,1,1,1
Gold futures climb roughly 4% for the month,Price Sentiment_negative,0,0,1
Gold futures climb roughly 4% for the month,Price Sentiment_none,0,0,1
gold opens higher as crude oil prices soar,Price Direction Up,1,1,1
gold opens higher as crude oil prices soar,Price Direction Constant,0,0,1
gold opens higher as crude oil prices soar,Price Direction Down,0,0,1
gold opens higher as crude oil prices soar,Asset Comparision,1,1,1
gold opens higher as crude oil prices soar,Past Information,1,0,0
gold opens higher as crude oil prices soar,Future Information,0,0,1
gold opens higher as crude oil prices soar,Price Sentiment_positive,1,1,1
gold opens higher as crude oil prices soar,Price Sentiment_negative,0,1,0
gold opens higher as crude oil prices soar,Price Sentiment_none,0,0,1
kinross gold sees 2003 losses increasing by $25m,Price Direction Up,0,0,1
kinross gold sees 2003 losses increasing by $25m,Price Direction Constant,0,0,1
kinross gold sees 2003 losses increasing by $25m,Price Direction Down,0,0,1
kinross gold sees 2003 losses increasing by $25m,Asset Comparision,0,0,1
kinross gold sees 2003 losses increasing by $25m,Past Information,1,0,0
kinross gold sees 2003 losses increasing by $25m,Future Information,0,0,1
kinross gold sees 2003 losses increasing by $25m,Price Sentiment_positive,0,0,1
kinross gold sees 2003 losses increasing by $25m,Price Sentiment_negative,0,1,0
kinross gold sees 2003 losses increasing by $25m,Price Sentiment_none,1,0,0
gold futures near 1-1/2 month lows on u.s. optimism,Price Direction Up,0,0,1
gold futures near 1-1/2 month lows on u.s. optimism,Price Direction Constant,0,0,1
gold futures near 1-1/2 month lows on u.s. optimism,Price Direction Down,1,1,1
gold futures near 1-1/2 month lows on u.s. optimism,Asset Comparision,0,0,1
gold futures near 1-1/2 month lows on u.s. optimism,Past Information,1,0,0
gold futures near 1-1/2 month lows on u.s. optimism,Future Information,0,0,1
gold futures near 1-1/2 month lows on u.s. optimism,Price Sentiment_positive,0,0,1
gold futures near 1-1/2 month lows on u.s. optimism,Price Sentiment_negative,1,1,1
gold futures near 1-1/2 month lows on u.s. optimism,Price Sentiment_none,0,0,1
"Gold futures decline to Rs 25,669 on weak global cues",Price Direction Up,0,0,1
"Gold futures decline to Rs 25,669 on weak global cues",Price Direction Constant,0,0,1
"Gold futures decline to Rs 25,669 on weak global cues",Price Direction Down,1,1,1
"Gold futures decline to Rs 25,669 on weak global cues",Asset Comparision,0,0,1
"Gold futures decline to Rs 25,669 on weak global cues",Past Information,1,0,0
"Gold futures decline to Rs 25,669 on weak global cues",Future Information,0,0,1
"Gold futures decline to Rs 25,669 on weak global cues",Price Sentiment_positive,0,0,1
"Gold futures decline to Rs 25,669 on weak global cues",Price Sentiment_negative,1,1,1
"Gold futures decline to Rs 25,669 on weak global cues",Price Sentiment_none,0,0,1
"Gold for December delivery down 0.5% at $1,279.80",Price Direction Up,0,0,1
"Gold for December delivery down 0.5% at $1,279.80",Price Direction Constant,0,0,1
"Gold for December delivery down 0.5% at $1,279.80",Price Direction Down,1,1,1
"Gold for December delivery down 0.5% at $1,279.80",Asset Comparision,0,0,1
"Gold for December delivery down 0.5% at $1,279.80",Past Information,1,1,1
"Gold for December delivery down 0.5% at $1,279.80",Future Information,0,0,1
"Gold for December delivery down 0.5% at $1,279.80",Price Sentiment_positive,0,0,1
"Gold for December delivery down 0.5% at $1,279.80",Price Sentiment_negative,1,1,1
"Gold for December delivery down 0.5% at $1,279.80",Price Sentiment_none,0,0,1
"kinross gold buying echo bay, tvx",Price Direction Up,0,0,1
"kinross gold buying echo bay, tvx",Price Direction Constant,0,0,1
"kinross gold buying echo bay, tvx",Price Direction Down,0,0,1
"kinross gold buying echo bay, tvx",Asset Comparision,0,0,1
"kinross gold buying echo bay, tvx",Past Information,1,1,1
"kinross gold buying echo bay, tvx",Future Information,0,0,1
"kinross gold buying echo bay, tvx",Price Sentiment_positive,0,1,0
"kinross gold buying echo bay, tvx",Price Sentiment_negative,0,1,0
"kinross gold buying echo bay, tvx",Price Sentiment_none,1,0,0
"Dec. gold rises $4.50, or 0.3%, at $1,354.40/oz.",Price Direction Up,1,1,1
"Dec. gold rises $4.50, or 0.3%, at $1,354.40/oz.",Price Direction Constant,0,0,1
"Dec. gold rises $4.50, or 0.3%, at $1,354.40/oz.",Price Direction Down,0,0,1
"Dec. gold rises $4.50, or 0.3%, at $1,354.40/oz.",Asset Comparision,0,0,1
"Dec. gold rises $4.50, or 0.3%, at $1,354.40/oz.",Past Information,1,1,1
"Dec. gold rises $4.50, or 0.3%, at $1,354.40/oz.",Future Information,0,0,1
"Dec. gold rises $4.50, or 0.3%, at $1,354.40/oz.",Price Sentiment_positive,1,1,1
"Dec. gold rises $4.50, or 0.3%, at $1,354.40/oz.",Price Sentiment_negative,0,0,1
"Dec. gold rises $4.50, or 0.3%, at $1,354.40/oz.",Price Sentiment_none,0,0,1
